case_number,case_summary,lang_info,case_created_date,case_typ,case_injury_typ,case_txt,country_nme,case_supervisor_nme,case_root_cause_txt,case_immediate_cause_desc,case_unsafe_act_desc,mgmt_sys_failure_desc,case_corrective_txt,case_status,case_cmts,case_clousre_inv_complete_date,case_root_cause_desc,case_reported_date,case_report_year,case_level_severity,primary_business,primary_business_segment,site_location_nme,region,case_followup_flag,month,month_year,quarter
20311,"When employee was exiting the building and entering the parking lot, they slipped on a patch of snow covered ice.",en,2020-04-13T00:00:00.000Z,Injury,"Contusion, Bruise","When employee was exiting the building and entering the parking lot, they slipped on a patch of snow covered ice.",US,Marcus Bruce,"Due to resent drop in temperature, ice formed on pavement. Then it began to snow which covered the ice.",,,Unknown,,0,,-1.0,,2020-04-13T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Grand Forks,US,No,4,2020-4,Q2-2020
20312,"IP was grinding a repair on trailing edge of the upwind shell. The area was sloping and dusty due to grinding operations, and consequently slippy. IP slipped in the shell and fall backwards, hitting his lower back against the shell.",en,2020-04-14T00:00:00.000Z,Injury,"Contusion, Bruise","IP was grinding a repair on trailing edge of the upwind shell. The area was sloping and dusty due to grinding operations, and consequently slippy. IP slipped in the shell and fall backwards, hitting his lower back against the shell.",France,Romain Albert Pierre FICHET,,,,Unknown,,0,,-1.0,,2020-04-14T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Cherbourg,EU/SSA,No,4,2020-4,Q2-2020
20313,Operatör pin joint kasasının açık kapağına bastı. Sol ayağına çivi battı,tr,2020-04-14T00:00:00.000Z,Injury,"Laceration, Cut, Open Wound",Operatör pin joint kasasının açık kapağına bastı. Sol ayağına çivi battı,Turkey,Halil Murat Asar,Araştırılacak,"Sharp edge on part, workstation, or equipment",Equipment/tool used improperly,Unknown,,0,,-1.0,Inadequate procedures/work instructions/work standards,2020-04-14T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Bergama,MENAT,No,4,2020-4,Q2-2020
20314,Technician rolled his left ankle slightly while getting out of the truck and stepping on the ground. It was the same ankle as a previous personal (non-work) injury they had back in December 2019 where the ankle was broke then.,en,2020-04-12T00:00:00.000Z,Injury,Strain,Technician rolled his left ankle slightly while getting out of the truck and stepping on the ground. It was the same ankle as a previous personal (non-work) injury they had back in December 2019 where the ankle was broke then.,Multi-Country,Georges Tapp,Lack of attention of the walking surface obstacle on the turbine pad along with a possible weaker ankle due to personal situation has created this potential of injury.,"Wet, icy, snowy road or walkway",,Ergonomics,,0,Employee received clearance from the nurse and is all clear to go back to work without any restrictions.,2.0200414E7,Work environment not controlled by GE,2020-04-12T00:00:00.000Z,2020,Level D,GE Renewable Energy,Digital Services,DS - ONW NAM - OM and Services,Multi-Region,Yes,4,2020-4,Q2-2020
20315,"Operador estava mopiando as fibras no tip do molde e, nesse momento a fibra perdeu a aderência e cedeu tirando o equilíbrio do operador ocasionando uma queda do tip da pá para passarela.",pt,2020-04-13T00:00:00.000Z,Injury,"Abrasion, Scratches (superficial)","Operador estava mopiando as fibras no tip do molde e, nesse momento a fibra perdeu a aderência e cedeu tirando o equilíbrio do operador ocasionando uma queda do tip da pá para passarela.",Brazil,Eduardo Antonio de Ulisses Guerra Paiva,Execução inadequada da atividade,Congested or tight space,Used area not intended for walking/working,Risk Assessment,Colocar cabo extensivos em todos os mopes Elaborar LPP alertando a proibição de caminhar na borda do molde Elaborar LPP estabelecendo mopeamento de tela apartir do metro 40 por fora da casca Avaliar outras atividades desenvolvidas apartir do metro 40,0,,-1.0,"Inadequate job planning, instruction, supervision",2020-04-13T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Suape Port,LATAM,No,4,2020-4,Q2-2020
20316,"2020/04/14日23：50分左右，精加工的操作者在B5打磨叶片时，所使用的偏心打磨机气管突然崩开，崩开的气管打到了检验员的左手食指第二关节处，感觉疼痛，立即汇报给班组长，去医务室进行云南白药喷涂处理，随后返回工作岗位继续工作。 On 14th Apr 2020, around 23:50 pm, the finishing operator was grinding the blade on B5, suddenly the air-pipe suddenly broke away from the grinder, and hit the second joint of the left index finger of the inspector, informed the team leader, then went to the plant clinic for spraying treatment, and then back to continue work.",en,2020-04-15T00:00:00.000Z,Injury,"Contusion, Bruise","2020/04/14日23：50分左右，精加工的操作者在B5打磨叶片时，所使用的偏心打磨机气管突然崩开，崩开的气管打到了检验员的左手食指第二关节处，感觉疼痛，立即汇报给班组长，去医务室进行云南白药喷涂处理，随后返回工作岗位继续工作。 On 14th Apr 2020, around 23:50 pm, the finishing operator was grinding the blade on B5, suddenly the air-pipe suddenly broke away from the grinder, and hit the second joint of the left index finger of the inspector, informed the team leader, then went to the plant clinic for spraying treatment, and then back to continue work.",China,Hongde Wang,"打磨机接头内螺纹伤扣、生料带老化 The grinder joint internal thread damaged and raw material belt aging.
打磨机保养无此检查项目 There is no inspection item in grinder maintenance.",Defective/worn/maladjusted tool/equipment,Wrong/defective item used,Unknown,"更新使用前打磨机检查项目，培训员工使用前进行目视检查，确保打磨机状态良好，有问题及时报修 Update the grinder checklist of pre-using, training all the relevant operator take visual check pre-use, stop using if any bad conditions. 更新打磨机保养检查项目，增加接头螺纹检查项目 Update the grinder maintenance checklist, add grinder joint thread inspection into maintenance items. 生产操作工在需要处理缺陷时必须和检验员之间保持2m安全距离，对相关员工进行培训宣导，相互提醒。 Train operators maintain a safety distance of 2m between inspectors when they need to deal with defects.",0,,-1.0,Inadequate inspection/auditing,2020-04-15T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Qinhuangdao,Greater China,No,4,2020-4,Q2-2020
20317,"Employee indicates that he was returning from his break and the moment he arrived at the area to start working and put his foot on the carpet (ergonomic mat) his foot turned, does not indicate that he got tangled or slipped or his foot turned any external agent",en,2020-04-07T00:00:00.000Z,Injury,Sprain,"Empleado indica que estaba regresando de su break y al momento que llego al area a comenzar a trabajar y puso el pie en la alfombra (mat ergonomico) se le viro el pie, no indica que se enredo o resbalo o se le viro el pie por algun agente externo",US,Edilberto Sanchez,Empleado dio un tras pie que le ocasiono que su tobillo izquierdo se le virace,"Housekeeping, unsafe placement, slip/trip hazards",,Housekeeping & Inspection Programs,Se verifico la alfombra se verifico el area pero no se encontro causa fisica para el tras pie que indica el empleado,0,Se verifico el area no se observo causa fisica para el iincidente empleado recibio primera ayuda solamente,2.0200415E7,Work environment not controlled by GE,2020-04-07T00:00:00.000Z,2020,Level D,GE Renewable Energy,Grid Solutions,"GA - ANA- Anasco, PR, USA",US,Yes,4,2020-4,Q2-2020
20318,"Durante a retirada da bucha prolongada do olhal de içamento do diafragma na linha de HPC, a mão do funcionário desceu com o peso da bucha batendo contra o batoque soldado na peça. During the removal of the extended bushing from the diaphragm lifting eye on the HPC line, the employees hand came down with the weight of the bushing hitting the welded stopper on the part.",en,2020-04-07T00:00:00.000Z,Injury,Crushing injury,"Durante a retirada da bucha prolongada do olhal de içamento do diafragma na linha de HPC, a mão do funcionário desceu com o peso da bucha batendo contra o batoque soldado na peça. During the removal of the extended bushing from the diaphragm lifting eye on the HPC line, the employees hand came down with the weight of the bushing hitting the welded stopper on the part.",Brazil,RODRIGO BATISTA DE MELLO E OLIVEIRA,Falta de percepção do risco durante retirada da bucha prolongada,,,Unknown,ID #8839,0,,-1.0,,2020-04-07T00:00:00.000Z,2020,Level D,GE Renewable Energy,Hydro,"Hydro - Taubate, Brazil",LATAM,No,4,2020-4,Q2-2020
20319,2 Contingent worker parked near the tower at ped site in order to take their equipment from their vehicle. IP hit his forehead to the pickup trunk metal part.  They made their first aid on the site,en,2020-04-16T00:00:00.000Z,Injury,"Laceration, Cut, Open Wound",2 Contingent worker parked near the tower at ped site in order to take their equipment from their vehicle. IP hit his forehead to the pickup trunk metal part.  They made their first aid on the site,Multi-Country,Serkan Kocaman,Not use ppe (for this cases is safety helmet),"Inadequate guards, barriers, or warning system",Proper PPE not used for task,Training Management,Site rules should be refresh for this worker,0,"Skype meeting discussed with team, what is the ppe procedure in site",2.0200416E7,Inadequate procedures/work instructions/work standards,2020-04-16T00:00:00.000Z,2020,Level D,GE Renewable Energy,Digital Services,DS - ONW MENAT - OM and Services,MENAT,Yes,4,2020-4,Q2-2020
20320,"While getting up after she performed repair operations under the 3rd web, IP hit her forehead against a metal bar of the 3rd web platform resulting in a contusion. See attached picture.",en,2020-04-16T00:00:00.000Z,Injury,"Contusion, Bruise","While getting up after she performed repair operations under the 3rd web, IP hit her forehead against a metal bar of the 3rd web platform resulting in a contusion. See attached picture.",France,Veronica Lopez Quiza,,,,Unknown,,0,,-1.0,,2020-04-16T00:00:00.000Z,2020,Level D,GE Renewable Energy,LM Wind Power,Cherbourg,EU/SSA,No,4,2020-4,Q2-2020
20321,"Employee reports that while using the hand press to straighten mandrels, pinched the left index finger between mandrel and piece of steel on base.",en,2020-04-14T00:00:00.000Z,Injury,Crushing injury,"Employee reports that while using the hand press to straighten mandrels, pinched the left index finger between mandrel and piece of steel on base.",US,Winton (Ross) Darsey,EE was using a machine that was not released for use- unit was left on production floor with no LOTO,"Inadequate guards, barriers, or warning system",Equipment/tool used improperly,Event Analysis,"Removed machine from floor, locked out",0,Investigation attached,2.0200416E7,Work environment not controlled by GE,2020-04-14T00:00:00.000Z,2020,Level C,GE Renewable Energy,Grid Solutions,"PQP - ITI-Clearwater, FL",US,Yes,4,2020-4,Q2-2020
20322,"Adecco employee was installing the outside bracket, then noticed that the terminal wire was broken, so in order to take off and redo the soldering on top of the terminal, used the battery screw driver which applied more torque and moved the top of the head terminal causing a cut to the left index finger with a piece of broken wire.",en,2020-04-14T00:00:00.000Z,Injury,"Laceration, Cut, Open Wound","Adecco employee was installing the outside bracket, then noticed that the terminal wire was broken, so in order to take off and redo the soldering on top of the terminal, used the battery screw driver which applied more torque and moved the top of the head terminal causing a cut to the left index finger with a piece of broken wire.",US,Roberto X Jara-Salazar,EE was not wearing correct PPE,Administrative workplace control not followed,,Event Analysis,EE was not wearing cut proof gloves in the area,0,MSO stand down and reinforce correct PPE usage,2.0200416E7,"Inadequate job planning, instruction, supervision",2020-04-14T00:00:00.000Z,2020,Level D,GE Renewable Energy,Grid Solutions,"PQP - ITI-Clearwater, FL",US,Yes,4,2020-4,Q2-2020
